Datetime,Actual,Predicted,Residual,z_roll,iso_score,resid_rz,roll_anom,iso_anom,resid_anom,z_anom,iqr_anom,methods_agree,severity,is_anomaly,direction,flagged_by,hour,weekday
2010-06-06 16:00:00,2.7384,2.6637,0.0747,3.3231,0.0204,5.3558,True,False,False,False,False,1,low,False,higher,rolling_z,16,Sunday
2010-06-09 13:00:00,2.4124,2.3144,0.098,2.156,0.0438,6.7159,False,False,True,False,False,1,low,False,higher,residual,13,Wednesday
2010-06-11 06:00:00,1.6247,1.6176,0.0071,3.5377,0.1047,1.4136,True,False,False,False,False,1,low,False,higher,rolling_z,6,Friday
2010-06-13 04:00:00,0.8913,0.9128,-0.0215,3.0067,0.0978,-0.2521,True,False,False,False,True,1,low,False,higher,rolling_z,4,Sunday
2010-06-13 10:00:00,2.9333,2.8129,0.1203,4.2966,-0.0199,8.0161,True,True,True,False,False,3,high,True,higher,"rolling_z,isolation_forest,residual",10,Sunday
2010-06-16 02:00:00,1.3116,1.326,-0.0143,3.6023,0.1659,0.165,True,False,False,True,True,1,low,False,higher,rolling_z,2,Wednesday
2010-06-21 15:00:00,2.51,2.5292,-0.0192,3.3837,0.0844,-0.1186,True,False,False,False,False,1,low,False,higher,rolling_z,15,Monday
2010-06-21 18:00:00,2.5162,2.3711,0.1452,1.8502,0.0756,9.4644,False,False,True,False,False,1,low,False,higher,residual,18,Monday
2010-06-23 19:00:00,1.9592,1.8428,0.1164,0.8748,0.1388,7.789,False,False,True,False,False,1,low,False,higher,residual,19,Wednesday
2010-06-23 21:00:00,3.9411,3.7222,0.2189,4.3576,-0.0359,13.7609,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",21,Wednesday
2010-06-26 05:00:00,0.8614,0.8624,-0.0011,3.7081,0.1111,0.9388,True,False,False,False,True,1,low,False,higher,rolling_z,5,Saturday
2010-06-30 05:00:00,0.9467,0.9538,-0.0071,3.4902,0.1712,0.5891,True,False,False,False,True,1,low,False,higher,rolling_z,5,Wednesday
2010-07-01 00:00:00,3.329,3.2082,0.1209,4.7957,-0.0049,8.0489,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",0,Thursday
2010-07-02 03:00:00,1.6122,1.5848,0.0274,11.638,0.1135,2.5978,True,False,False,True,True,1,low,False,higher,rolling_z,3,Friday
2010-07-02 04:00:00,1.1039,1.1032,0.0007,3.8151,0.1614,1.0448,True,False,False,False,True,1,low,False,higher,rolling_z,4,Friday
2010-07-03 02:00:00,1.4909,1.4331,0.0578,3.8468,0.0713,4.3725,True,False,False,False,False,1,low,False,higher,rolling_z,2,Saturday
2010-07-04 01:00:00,1.6225,1.5884,0.0341,4.2691,0.1007,2.9907,True,False,False,False,False,1,low,False,higher,rolling_z,1,Sunday
2010-07-04 02:00:00,1.809,1.7477,0.0613,3.9774,0.0953,4.5752,True,False,False,False,True,1,low,False,higher,rolling_z,2,Sunday
2010-07-04 03:00:00,1.7241,1.6809,0.0431,4.9244,0.1054,3.5152,True,False,False,False,True,1,low,False,higher,rolling_z,3,Sunday
2010-07-04 04:00:00,1.6307,1.5886,0.042,5.3153,0.1045,3.4523,True,False,False,True,True,1,low,False,higher,rolling_z,4,Sunday
2010-07-04 05:00:00,1.5546,1.5338,0.0208,5.4305,0.1108,2.2151,True,False,False,False,True,1,low,False,higher,rolling_z,5,Sunday
2010-07-11 23:00:00,2.5948,2.5572,0.0376,3.2541,0.0176,3.1925,True,False,False,False,False,1,low,False,higher,rolling_z,23,Sunday
2010-07-14 23:00:00,3.1291,3.0771,0.052,3.5482,0.0327,4.0347,True,False,False,True,True,1,low,False,higher,rolling_z,23,Wednesday
2010-07-15 01:00:00,1.3841,1.381,0.0031,3.1971,0.1189,1.1844,True,False,False,False,True,1,low,False,higher,rolling_z,1,Thursday
2010-07-21 23:00:00,2.8781,2.8265,0.0517,2.4699,-0.0009,4.0131,False,True,False,True,True,1,low,False,higher,isolation_forest,23,Wednesday
2010-07-22 01:00:00,2.168,2.1607,0.0073,5.0055,0.0849,1.4292,True,False,False,True,True,1,low,False,higher,rolling_z,1,Thursday
2010-07-22 04:00:00,1.3683,1.374,-0.0058,3.1102,0.1748,0.6661,True,False,False,True,True,1,low,False,higher,rolling_z,4,Thursday
2010-07-25 12:00:00,1.5775,1.6022,-0.0247,3.1737,0.1083,-0.437,True,False,False,False,False,1,low,False,higher,rolling_z,12,Sunday
2010-07-25 23:00:00,2.8314,2.8164,0.015,2.1244,-0.0308,1.8768,False,True,False,False,False,1,low,False,higher,isolation_forest,23,Sunday
2010-07-30 17:00:00,1.205,1.2403,-0.0353,3.1531,0.0925,-1.0559,True,False,False,False,False,1,low,False,higher,rolling_z,17,Friday
2010-08-15 16:00:00,1.8561,1.7791,0.077,4.6267,0.0068,5.4902,True,False,False,False,False,1,low,False,higher,rolling_z,16,Sunday
2010-08-15 17:00:00,1.9023,1.8823,0.02,5.3663,0.0483,2.1678,True,False,False,False,False,1,low,False,higher,rolling_z,17,Sunday
2010-08-15 18:00:00,2.1767,2.1881,-0.0114,7.2874,0.0339,0.3368,True,False,False,False,False,1,low,False,higher,rolling_z,18,Sunday
2010-08-16 09:00:00,1.3763,1.398,-0.0217,3.122,0.1828,-0.2628,True,False,False,False,False,1,low,False,higher,rolling_z,9,Monday
2010-08-16 10:00:00,1.342,1.3755,-0.0335,3.3976,0.1877,-0.952,True,False,False,False,False,1,low,False,higher,rolling_z,10,Monday
2010-08-17 09:00:00,1.8965,1.8649,0.0316,4.0684,0.1347,2.8448,True,False,False,False,False,1,low,False,higher,rolling_z,9,Tuesday
2010-08-27 10:00:00,1.506,1.5204,-0.0145,3.0746,0.132,0.159,True,False,False,False,False,1,low,False,higher,rolling_z,10,Friday
2010-08-27 11:00:00,1.5641,1.5591,0.005,3.2777,0.1419,1.2917,True,False,False,False,False,1,low,False,higher,rolling_z,11,Friday
2010-08-27 12:00:00,2.1425,2.1204,0.0221,5.5742,0.0883,2.2897,True,False,False,False,False,1,low,False,higher,rolling_z,12,Friday
2010-08-27 13:00:00,1.7725,1.7559,0.0166,4.9079,0.1362,1.9676,True,False,False,False,False,1,low,False,higher,rolling_z,13,Friday
2010-08-27 14:00:00,2.9966,2.9055,0.0911,11.2914,0.0209,6.3111,True,False,True,True,True,2,medium,True,higher,"rolling_z,residual",14,Friday
2010-08-27 15:00:00,2.4771,2.4231,0.0541,9.3802,0.0876,4.153,True,False,False,False,False,1,low,False,higher,rolling_z,15,Friday
2010-08-27 16:00:00,0.7748,0.91,-0.1351,0.7089,0.1211,-6.8757,False,False,True,False,False,1,low,False,higher,residual,16,Friday
2010-08-27 17:00:00,1.7782,1.7314,0.0468,3.5407,0.1277,3.7297,True,False,False,False,False,1,low,False,higher,rolling_z,17,Friday
2010-08-27 18:00:00,2.8016,2.7215,0.0801,5.6514,0.0569,5.6734,True,False,False,False,True,1,low,False,higher,rolling_z,18,Friday
2010-08-27 19:00:00,3.0527,3.0164,0.0363,10.6664,0.0538,3.115,True,False,False,False,False,1,low,False,higher,rolling_z,19,Friday
2010-08-27 20:00:00,2.0805,2.0947,-0.0143,5.0427,0.0916,0.1696,True,False,False,False,False,1,low,False,higher,rolling_z,20,Friday
2010-08-27 21:00:00,2.3304,2.338,-0.0076,4.9789,0.0969,0.5601,True,False,False,False,False,1,low,False,higher,rolling_z,21,Friday
2010-08-28 11:00:00,1.4583,1.4705,-0.0122,3.0658,0.0939,0.2897,True,False,False,False,False,1,low,False,higher,rolling_z,11,Saturday
2010-08-28 12:00:00,2.5922,2.5645,0.0278,5.4642,0.0347,2.6209,True,False,False,False,False,1,low,False,higher,rolling_z,12,Saturday
2010-08-28 13:00:00,2.349,2.3836,-0.0346,5.1894,0.0715,-1.0152,True,False,False,False,False,1,low,False,higher,rolling_z,13,Saturday
2010-08-28 15:00:00,2.0253,2.019,0.0063,3.4315,0.1051,1.3689,True,False,False,False,False,1,low,False,higher,rolling_z,15,Saturday
2010-08-28 16:00:00,2.0053,1.9546,0.0507,3.869,0.0977,3.9597,True,False,False,False,False,1,low,False,higher,rolling_z,16,Saturday
2010-08-29 12:00:00,2.5704,2.5348,0.0356,3.6284,0.034,3.0768,True,False,False,False,False,1,low,False,higher,rolling_z,12,Sunday
2010-08-29 13:00:00,2.1139,2.1516,-0.0377,3.1002,0.0729,-1.1958,True,False,False,False,False,1,low,False,higher,rolling_z,13,Sunday
2010-08-29 20:00:00,2.1989,2.1977,0.0013,3.7672,0.072,1.0757,True,False,False,False,False,1,low,False,higher,rolling_z,20,Sunday
2010-08-29 21:00:00,3.2345,3.2248,0.0097,5.4854,0.0027,1.5654,True,False,False,False,False,1,low,False,higher,rolling_z,21,Sunday
2010-08-29 22:00:00,2.316,2.3184,-0.0025,3.4141,0.049,0.8578,True,False,False,False,False,1,low,False,higher,rolling_z,22,Sunday
2010-09-01 10:00:00,1.9099,1.8788,0.0311,3.7178,0.1182,2.8164,True,False,False,False,False,1,low,False,higher,rolling_z,10,Wednesday
2010-09-01 11:00:00,2.1177,2.0628,0.0549,3.1098,0.1268,4.2035,True,False,False,False,False,1,low,False,higher,rolling_z,11,Wednesday
2010-09-02 06:00:00,1.0379,1.049,-0.0111,5.7935,0.1569,0.3523,True,False,False,False,False,1,low,False,higher,rolling_z,6,Thursday
2010-09-03 06:00:00,0.9328,0.9395,-0.0067,3.1769,0.1898,0.6113,True,False,False,False,False,1,low,False,higher,rolling_z,6,Friday
2010-09-04 07:00:00,1.957,1.9583,-0.0012,3.5902,0.0536,0.93,True,False,False,False,False,1,low,False,higher,rolling_z,7,Saturday
2010-09-06 06:00:00,1.5419,1.5095,0.0325,5.3231,0.1167,2.8949,True,False,False,False,False,1,low,False,higher,rolling_z,6,Monday
2010-09-06 17:00:00,2.4977,2.4068,0.0908,3.3824,0.075,6.2962,True,False,True,False,True,2,medium,True,higher,"rolling_z,residual",17,Monday
2010-09-07 19:00:00,2.7609,2.6956,0.0654,3.0285,0.0213,4.8132,True,False,False,False,False,1,low,False,higher,rolling_z,19,Tuesday
2010-09-08 20:00:00,1.853,1.7577,0.0953,1.0197,0.1202,6.555,False,False,True,False,False,1,low,False,higher,residual,20,Wednesday
2010-09-11 23:00:00,1.9511,1.9432,0.0078,3.7369,0.0988,1.4578,True,False,False,False,False,1,low,False,higher,rolling_z,23,Saturday
2010-09-12 00:00:00,1.9163,1.88,0.0363,5.3699,0.097,3.1192,True,False,False,False,False,1,low,False,higher,rolling_z,0,Sunday
2010-09-12 01:00:00,1.7626,1.7443,0.0183,4.4931,0.1036,2.0676,True,False,False,False,True,1,low,False,higher,rolling_z,1,Sunday
2010-09-12 02:00:00,2.2741,2.2444,0.0297,17.4362,0.0593,2.7346,True,False,False,True,True,1,low,False,higher,rolling_z,2,Sunday
2010-09-12 03:00:00,2.236,2.2053,0.0306,15.702,0.0727,2.7867,True,False,False,True,True,1,low,False,higher,rolling_z,3,Sunday
2010-09-12 04:00:00,1.4288,1.4316,-0.0028,3.4536,0.0789,0.8409,True,False,False,False,True,1,low,False,higher,rolling_z,4,Sunday
2010-09-17 16:00:00,2.9642,2.9316,0.0326,4.317,0.0263,2.9016,True,False,False,True,True,1,low,False,higher,rolling_z,16,Friday
2010-09-17 18:00:00,1.9456,1.7983,0.1473,1.4056,0.1356,9.5905,False,False,True,False,False,1,low,False,higher,residual,18,Friday
2010-09-20 20:00:00,2.0631,1.9635,0.0996,0.5037,0.1289,6.809,False,False,True,False,False,1,low,False,higher,residual,20,Monday
2010-10-02 20:00:00,3.9403,3.6688,0.2715,3.2066,-0.0449,16.8313,True,True,True,False,False,3,high,True,higher,"rolling_z,isolation_forest,residual",20,Saturday
2010-10-02 21:00:00,3.7497,3.5772,0.1725,3.5496,0.0013,11.0597,True,False,True,False,False,2,medium,True,higher,"rolling_z,residual",21,Saturday
2010-10-03 09:00:00,2.2386,2.1359,0.1027,2.3736,0.0569,6.9908,False,False,True,False,False,1,low,False,higher,residual,9,Sunday
2010-10-03 11:00:00,3.395,3.3602,0.0348,4.4117,-0.0154,3.0293,True,True,False,False,False,2,medium,True,higher,"rolling_z,isolation_forest",11,Sunday
2010-10-03 20:00:00,3.3895,3.2825,0.107,1.928,-0.0032,7.2411,False,True,True,False,False,2,medium,True,higher,"isolation_forest,residual",20,Sunday
2010-10-04 20:00:00,3.0398,2.9514,0.0885,1.3179,0.0344,6.159,False,False,True,False,False,1,low,False,higher,residual,20,Monday
2010-10-07 11:00:00,2.0635,1.9614,0.102,1.6997,0.0699,6.9503,False,False,True,False,False,1,low,False,higher,residual,11,Thursday
2010-10-10 19:00:00,3.4918,3.4687,0.0231,3.2711,-0.0169,2.3474,True,True,False,False,False,2,medium,True,higher,"rolling_z,isolation_forest",19,Sunday
2010-10-10 20:00:00,3.3115,3.2092,0.1023,1.4643,0.016,6.9684,False,False,True,False,False,1,low,False,higher,residual,20,Sunday
2010-10-10 21:00:00,3.9013,3.8509,0.0504,2.9355,-0.016,3.938,False,True,False,False,False,1,low,False,higher,isolation_forest,21,Sunday
2010-10-11 19:00:00,3.0932,2.9801,0.113,2.169,-0.0028,7.5904,False,True,True,False,False,2,medium,True,higher,"isolation_forest,residual",19,Monday
2010-10-12 18:00:00,2.1127,2.0191,0.0936,1.9031,0.0729,6.4609,False,False,True,False,False,1,low,False,higher,residual,18,Tuesday
2010-10-14 07:00:00,2.9721,2.8788,0.0933,1.4691,0.0157,6.4415,False,False,True,False,False,1,low,False,higher,residual,7,Thursday
2010-10-14 09:00:00,3.2096,3.1194,0.0902,3.6517,-0.0,6.2599,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",9,Thursday
2010-10-14 18:00:00,1.7473,1.6455,0.1019,1.2064,0.0981,6.9398,False,False,True,False,False,1,low,False,higher,residual,18,Thursday
2010-10-14 19:00:00,4.1178,3.9905,0.1272,3.1805,-0.0498,8.4198,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",19,Thursday
2010-10-17 08:00:00,0.3803,0.4051,-0.0248,-3.8012,0.1301,-0.4437,True,False,False,False,False,1,low,False,lower,rolling_z,8,Sunday
2010-10-17 20:00:00,2.454,2.3441,0.1099,0.3945,0.0207,7.4109,False,False,True,False,False,1,low,False,higher,residual,20,Sunday
2010-10-18 09:00:00,3.6571,3.5336,0.1235,3.7883,-0.0015,8.2,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",9,Monday
2010-10-18 11:00:00,2.809,2.7075,0.1015,2.3759,0.0728,6.9185,False,False,True,False,False,1,low,False,higher,residual,11,Monday
2010-10-18 12:00:00,3.8364,3.6953,0.1411,3.5455,-0.0159,9.2282,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",12,Monday
2010-10-18 13:00:00,3.2431,3.1907,0.0524,4.5111,0.0206,4.0559,True,False,False,True,True,1,low,False,higher,rolling_z,13,Monday
2010-10-18 18:00:00,3.3915,3.1754,0.216,4.2226,-0.0398,13.5969,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",18,Monday
2010-10-18 19:00:00,3.757,3.7185,0.0384,2.2929,-0.0098,3.242,False,True,False,True,True,1,low,False,higher,isolation_forest,19,Monday
2010-10-18 21:00:00,3.3769,3.2747,0.1022,1.5922,0.0007,6.9574,False,False,True,False,False,1,low,False,higher,residual,21,Monday
2010-10-19 00:00:00,1.5426,1.5406,0.002,4.5182,0.0794,1.1165,True,False,False,False,True,1,low,False,higher,rolling_z,0,Tuesday
2010-10-19 07:00:00,2.989,2.9107,0.0783,1.3375,-0.0109,5.567,False,True,False,False,False,1,low,False,higher,isolation_forest,7,Tuesday
2010-10-19 12:00:00,1.1293,1.2796,-0.1503,-0.1856,0.0991,-7.7616,False,False,True,False,False,1,low,False,lower,residual,12,Tuesday
2010-10-19 18:00:00,3.5383,3.5367,0.0016,3.4041,-0.0377,1.0939,True,True,False,True,True,2,medium,True,higher,"rolling_z,isolation_forest",18,Tuesday
2010-10-19 19:00:00,2.9301,2.8313,0.0988,1.1536,0.0441,6.7603,False,False,True,False,False,1,low,False,higher,residual,19,Tuesday
2010-10-19 20:00:00,2.9603,2.8453,0.1151,0.9287,0.052,7.7104,False,False,True,False,False,1,low,False,higher,residual,20,Tuesday
2010-10-22 06:00:00,1.7712,1.7546,0.0166,3.7666,0.1145,1.9672,True,False,False,True,True,1,low,False,higher,rolling_z,6,Friday
2010-10-23 16:00:00,2.5465,2.5641,-0.0176,3.1773,0.0591,-0.0244,True,False,False,False,False,1,low,False,higher,rolling_z,16,Saturday
2010-10-23 17:00:00,3.2707,3.2251,0.0456,5.7766,0.0046,3.6591,True,False,False,False,True,1,low,False,higher,rolling_z,17,Saturday
2010-10-23 21:00:00,3.3083,3.177,0.1313,1.3033,-0.0247,8.6587,False,True,True,False,False,2,medium,True,higher,"isolation_forest,residual",21,Saturday
2010-10-23 23:00:00,2.108,2.0771,0.0309,3.4062,0.0416,2.8006,True,False,False,False,False,1,low,False,higher,rolling_z,23,Saturday
2010-10-24 00:00:00,1.7189,1.7132,0.0057,3.2567,0.0659,1.3329,True,False,False,False,False,1,low,False,higher,rolling_z,0,Sunday
2010-10-24 01:00:00,1.4979,1.4551,0.0428,5.389,0.0711,3.4961,True,False,False,False,False,1,low,False,higher,rolling_z,1,Sunday
2010-10-24 02:00:00,1.9704,1.9247,0.0457,8.1605,0.0395,3.6635,True,False,False,False,True,1,low,False,higher,rolling_z,2,Sunday
2010-10-24 03:00:00,1.7044,1.6958,0.0087,5.9082,0.055,1.5078,True,False,False,False,True,1,low,False,higher,rolling_z,3,Sunday
2010-10-24 12:00:00,2.8367,2.8315,0.0052,1.7196,-0.0002,1.3071,False,True,False,False,False,1,low,False,higher,isolation_forest,12,Sunday
2010-10-24 14:00:00,3.734,3.6756,0.0584,4.0206,-0.0411,4.4069,True,True,False,True,False,2,medium,True,higher,"rolling_z,isolation_forest",14,Sunday
2010-10-26 11:00:00,3.0101,2.9148,0.0953,2.2166,-0.0261,6.5599,False,True,True,False,False,2,medium,True,higher,"isolation_forest,residual",11,Tuesday
2010-10-28 00:00:00,2.0628,2.0301,0.0327,3.631,0.0759,2.9087,True,False,False,True,True,1,low,False,higher,rolling_z,0,Thursday
2010-10-30 11:00:00,3.1332,3.0732,0.06,1.9962,-0.0381,4.4993,False,True,False,False,False,1,low,False,higher,isolation_forest,11,Saturday
2010-10-30 23:00:00,2.8712,2.8788,-0.0076,4.3279,0.0189,0.5557,True,False,False,False,False,1,low,False,higher,rolling_z,23,Saturday
2010-10-31 01:00:00,1.4759,1.4602,0.0157,3.4184,0.0848,1.9154,True,False,False,False,False,1,low,False,higher,rolling_z,1,Sunday
2010-10-31 03:00:00,1.5552,1.5363,0.0189,4.0591,0.0787,2.106,True,False,False,False,True,1,low,False,higher,rolling_z,3,Sunday
2010-10-31 04:00:00,1.4665,1.4699,-0.0034,5.7586,0.0768,0.8011,True,False,False,False,True,1,low,False,higher,rolling_z,4,Sunday
2010-10-31 05:00:00,2.9103,2.8088,0.1015,12.4238,-0.022,6.9196,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",5,Sunday
2010-10-31 06:00:00,1.9306,1.9503,-0.0197,3.0176,0.0131,-0.1473,True,False,False,True,True,1,low,False,higher,rolling_z,6,Sunday
2010-10-31 07:00:00,0.3292,0.363,-0.0338,-1.6322,-0.0127,-0.9663,False,True,False,False,False,1,low,False,lower,isolation_forest,7,Sunday
2010-11-02 04:00:00,1.4277,1.3911,0.0366,3.8158,0.1212,3.1363,True,False,False,True,True,1,low,False,higher,rolling_z,4,Tuesday
2010-11-04 08:00:00,4.4189,4.2178,0.2011,4.4668,-0.0432,12.7267,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",8,Thursday
2010-11-04 10:00:00,3.6266,3.5286,0.098,3.786,-0.0042,6.7145,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",10,Thursday
2010-11-04 19:00:00,4.0538,3.9217,0.1321,2.1315,-0.058,8.7016,False,True,True,True,True,2,medium,True,higher,"isolation_forest,residual",19,Thursday
2010-11-04 20:00:00,4.4626,3.9879,0.4747,3.1399,-0.0378,28.6754,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",20,Thursday
2010-11-04 21:00:00,3.0972,2.9465,0.1507,1.0587,-0.01,9.7855,False,True,True,False,False,2,medium,True,higher,"isolation_forest,residual",21,Thursday
2010-11-05 07:00:00,2.7622,2.6702,0.092,1.101,-0.006,6.3659,False,True,True,False,False,2,medium,True,higher,"isolation_forest,residual",7,Friday
2010-11-05 16:00:00,0.8525,0.9823,-0.1298,-0.0801,0.1069,-6.566,False,False,True,False,False,1,low,False,lower,residual,16,Friday
2010-11-09 20:00:00,3.7867,3.6575,0.1292,2.0942,-0.0143,8.5336,False,True,True,False,False,2,medium,True,higher,"isolation_forest,residual",20,Tuesday
2010-11-10 10:00:00,3.372,3.3771,-0.0051,2.6975,-0.0151,0.7013,False,True,False,True,True,1,low,False,higher,isolation_forest,10,Wednesday
2010-11-11 12:00:00,1.8741,1.7865,0.0876,0.7124,0.1335,6.1101,False,False,True,False,False,1,low,False,higher,residual,12,Thursday
2010-11-11 15:00:00,2.8895,2.7839,0.1056,2.9297,0.0437,7.1565,False,False,True,True,True,1,low,False,higher,residual,15,Thursday
2010-11-13 16:00:00,3.2211,3.1578,0.0634,3.1786,0.0005,4.6957,True,False,False,False,False,1,low,False,higher,rolling_z,16,Saturday
2010-11-14 15:00:00,4.1566,3.7891,0.3675,3.8982,-0.0648,22.4257,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",15,Sunday
2010-11-15 12:00:00,3.3211,3.2909,0.0302,2.4383,-0.0258,2.7623,False,True,False,True,True,1,low,False,higher,isolation_forest,12,Monday
2010-11-20 18:00:00,5.6268,5.4667,0.1602,5.541,-0.0632,10.3399,True,True,True,True,True,3,high,True,higher,"rolling_z,isolation_forest,residual",18,Saturday
2010-11-20 19:00:00,3.2597,3.2645,-0.0048,1.8173,-0.0329,0.7231,False,True,False,False,False,1,low,False,higher,isolation_forest,19,Saturday
2010-11-22 10:00:00,3.1054,2.9874,0.118,2.37,-0.0073,7.8807,False,True,True,True,True,2,medium,True,higher,"isolation_forest,residual",10,Monday
2010-11-22 18:00:00,3.1683,2.9832,0.1851,1.4774,-0.0099,11.7943,False,True,True,True,True,2,medium,True,higher,"isolation_forest,residual",18,Monday
2010-11-22 19:00:00,2.5895,2.4956,0.0939,0.9619,0.0713,6.4783,False,False,True,False,False,1,low,False,higher,residual,19,Monday
2010-11-24 07:00:00,2.8502,2.7472,0.1031,1.1276,0.0157,7.0093,False,False,True,False,False,1,low,False,higher,residual,7,Wednesday
